Unnamed: 0,andriusp,boris,desiveri,henrikek,idarhan,juanms,larsfrog,matsc,mikolajs,oysteinhf,petrako,piyali,souvikb,thoreem,tiago,vh,viggoh
2020-05-11 15:00:03.996080,0.0,468295.33,1899946.2,0.0,0.0,0.0,1432237.23,3729344.28,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1737875.44
2020-05-11 20:00:04.222744,0.0,468295.33,1899946.2,0.0,0.0,0.0,1432237.23,3729344.28,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1737875.44
2020-05-12 00:00:03.473742,0.0,468295.33,1899946.2,0.0,0.0,0.0,1432237.23,3729344.28,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1737875.44
2020-05-12 05:00:04.194054,0.0,468295.33,1899946.2,0.0,0.0,0.0,1432237.23,3729344.28,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1737875.44
2020-05-12 10:00:06.484557,0.0,468295.33,2096583.79,0.0,0.0,0.0,1432237.23,3734435.84,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1934516.44
2020-05-12 15:00:04.289715,0.0,487305.92,2096583.79,0.0,0.0,0.0,1433354.52,3734435.84,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1934516.44
2020-05-12 20:00:04.751013,0.0,487305.92,2111944.82,0.0,0.0,0.0,1433354.52,3782623.0,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1934516.44
2020-05-13 00:00:03.379469,0.0,487305.92,2111944.82,0.0,0.0,0.0,1433354.52,3782623.0,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1934516.44
2020-05-13 05:00:03.579503,0.0,487305.92,2111944.82,0.0,0.0,0.0,1433354.52,3831473.49,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1934516.44
2020-05-13 10:00:03.150893,0.0,487305.92,2127944.04,0.0,0.0,0.0,1433354.52,3831473.49,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1934516.44
2020-05-13 15:00:03.717775,0.0,487305.92,2127944.04,0.0,0.0,0.0,1433354.52,3831473.49,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,1934516.44
2020-05-13 20:00:05.823457,0.0,487305.92,2127944.04,0.0,0.0,0.0,1433354.52,3846438.68,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2003824.17
2020-05-14 00:00:04.651324,0.0,487305.92,2127944.04,0.0,0.0,0.0,1433354.52,3846438.68,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2003824.17
2020-05-14 05:00:03.929613,0.0,508751.11,2127944.04,0.0,0.0,0.0,1433354.52,3846438.68,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2003824.17
2020-05-14 10:00:04.426495,0.0,508751.11,2127944.04,0.0,0.0,0.0,1433354.52,3846438.68,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2003824.17
2020-05-14 15:00:04.416059,0.0,508751.11,2127944.04,0.0,0.0,0.0,1433354.52,3894591.72,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2003824.17
2020-05-14 20:00:05.512637,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,3894591.72,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-15 00:00:05.287855,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,3943340.94,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-15 05:00:05.452489,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,3943340.94,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-15 10:00:04.488553,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,3943340.94,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-15 15:00:03.054763,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,3991359.72,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
